source,target,repo,commit,path,line,source PEs,target PEs,cardinalities,properties,source APIs,target APIs,commit URL,mig id
flask,quart,intel/stacks-usecase,22cc3f007a3267ca09a3f53b84fdbfff1f045e88,github-issue-classification/python/rest.py,43:50,attribute,attribute,one-to-one,,json,json,https://github.com/intel/stacks-usecase/commit/22cc3f00,flask__quart__intel/stacks-usecase__22cc3f00
flask,quart,intel/stacks-usecase,22cc3f007a3267ca09a3f53b84fdbfff1f045e88,github-issue-classification/python/rest.py,44:51,function call,function call,one-to-one,,abort,abort,https://github.com/intel/stacks-usecase/commit/22cc3f00,flask__quart__intel/stacks-usecase__22cc3f00
flask,quart,intel/stacks-usecase,22cc3f007a3267ca09a3f53b84fdbfff1f045e88,github-issue-classification/python/rest.py,46:53,function call,function call,one-to-one,,jsonify,jsonify,https://github.com/intel/stacks-usecase/commit/22cc3f00,flask__quart__intel/stacks-usecase__22cc3f00
flask,quart,intel/stacks-usecase,22cc3f007a3267ca09a3f53b84fdbfff1f045e88,github-issue-classification/python/rest.py,51:58,function call,function call,one-to-one,,jsonify,jsonify,https://github.com/intel/stacks-usecase/commit/22cc3f00,flask__quart__intel/stacks-usecase__22cc3f00
flask,quart,intel/stacks-usecase,22cc3f007a3267ca09a3f53b84fdbfff1f045e88,github-issue-classification/python/rest.py,51:58,function call,function call,one-to-one,,make_response,make_response,https://github.com/intel/stacks-usecase/commit/22cc3f00,flask__quart__intel/stacks-usecase__22cc3f00
flask,quart,learningorchestra/learningorchestra,db7f1321e13b5386f94670537aa49943f0f0cec9,microservices/projection_image/server.py,1:1,import,import,not applicable,,"flask.jsonify, flask.request, flask.Flask","quart.jsonify, quart.request, quart.Quart",https://github.com/learningorchestra/learningorchestra/commit/db7f1321,flask__quart__learningorchestra/learningorchestra__db7f1321
flask,quart,learningorchestra/learningorchestra,db7f1321e13b5386f94670537aa49943f0f0cec9,microservices/projection_image/server.py,33:33,function call,function call,one-to-one,element name change,Flask,Quart,https://github.com/learningorchestra/learningorchestra/commit/db7f1321,flask__quart__learningorchestra/learningorchestra__db7f1321
flask,quart,pgjones/faster_than_flask_article,0a70f2bddae90da13da5bce2b77ea56355ecc5d1,app/films.py,1:1,import,import,not applicable,,"flask.abort, flask.Blueprint, flask.current_app, flask.jsonify, flask.request","quart.abort, quart.Blueprint, quart.current_app, quart.jsonify, quart.request",https://github.com/pgjones/faster_than_flask_article/commit/0a70f2bd,flask__quart__pgjones/faster_than_flask_article__0a70f2bd
flask,quart,pgjones/faster_than_flask_article,0a70f2bddae90da13da5bce2b77ea56355ecc5d1,app/reviews.py,1:1,import,import,not applicable,,"flask.abort, flask.Blueprint, flask.current_app, flask.jsonify, flask.request","quart.abort, quart.Blueprint, quart.current_app, quart.jsonify, quart.request",https://github.com/pgjones/faster_than_flask_article/commit/0a70f2bd,flask__quart__pgjones/faster_than_flask_article__0a70f2bd
flask,quart,pgjones/faster_than_flask_article,0a70f2bddae90da13da5bce2b77ea56355ecc5d1,app/reviews.py,8:8,function call,function call,one-to-one,async transformation,get_json,get_json,https://github.com/pgjones/faster_than_flask_article/commit/0a70f2bd,flask__quart__pgjones/faster_than_flask_article__0a70f2bd
flask,quart,pgjones/faster_than_flask_article,0a70f2bddae90da13da5bce2b77ea56355ecc5d1,app/run.py,35:12,function call,function call,one-to-one,element name change,Flask,Quart,https://github.com/pgjones/faster_than_flask_article/commit/0a70f2bd,flask__quart__pgjones/faster_than_flask_article__0a70f2bd
flask,quart,pgjones/faster_than_flask_article,0a70f2bddae90da13da5bce2b77ea56355ecc5d1,app/run.py,4:5,import,import,not applicable,,flask.Flask,quart.Quart,https://github.com/pgjones/faster_than_flask_article/commit/0a70f2bd,flask__quart__pgjones/faster_than_flask_article__0a70f2bd
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,100:102,function call,function call,one-to-one,async transformation,flash,flash,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,105:107,function call,function call,one-to-one,async transformation,flash,flash,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,235:243,function call,function call,one-to-one,async transformation,flash,flash,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,237:245,function call,function call,one-to-one,async transformation,flash,flash,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,166:172,function call,function call,one-to-one,async transformation,render_template,render_template,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,195:202,function call,function call,one-to-one,async transformation,render_template,render_template,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,242:250,function call,function call,one-to-one,async transformation,render_template,render_template,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,20:20,import,import,not applicable,,flask.Flask,quart.Quart,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,28:28,function call,function call,one-to-one,element name change,Flask,Quart,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,188:194,attribute,attribute,one-to-one,async transformation,form,form,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,212:219,attribute,attribute,one-to-one,async transformation,form,form,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,59:59,attribute,attribute,one-to-one,async transformation,form,form,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,synesthesiam/voice2json,7ea7ddb8400775282e82c1adcb17b013f27ede2b,web/app.py,95:96,attribute,attribute,one-to-one,async transformation,files,files,https://github.com/synesthesiam/voice2json/commit/7ea7ddb8,flask__quart__synesthesiam/voice2json__7ea7ddb8
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/app.py,1:1,import,import,not applicable,,flask,quart,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/app.py,9:9,function call,function call,one-to-one,element name change,Flask,Quart,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/city_api.py,11:11,function call,function call,one-to-one,,abort,abort,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/city_api.py,20: 20,function call,function call,one-to-one,,abort,abort,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/city_api.py,12:12,function call,function call,one-to-one,,jsonify,jsonify,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/city_api.py,21: 21,function call,function call,one-to-one,,jsonify,jsonify,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/city_api.py,1:1,import,import,not applicable,,flask,quart,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/city_api.py,4:4,function call,function call,one-to-one,,Blueprint,Blueprint,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/home.py,15:15,import,import,not applicable,,Response,Response,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/home.py,1:1,import,import,not applicable,,flask,quart,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/home.py,15:15,function call,function call,one-to-one,,Blueprint,Blueprint,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,quart,talkpython/async-techniques-python-course,aa607bd32a90d7693e91bd4a1be39baec2d889ba,src/10-async-web/acityscape_api/views/home.py,3:3,function call,function call,one-to-one,,Blueprint,Blueprint,https://github.com/talkpython/async-techniques-python-course/commit/aa607bd3,flask__quart__talkpython/async-techniques-python-course__aa607bd3
flask,tornado,krischer/instaseis,13c26a6d59942807a3bf4607c29ba391511d8af6,instaseis/server/app.py,13-15:16-17,import,import,not applicable,,"flask, flask.Flask, flask.make_response, flask.ext.restful.reqparse","tornado.ioloop, tornado.web",https://github.com/krischer/instaseis/commit/13c26a6d,flask__tornado__krischer/instaseis__13c26a6d
flask,uvicorn,virtuber/openvtuber,3abbc431e586218470f47eac10fa6d351c6fe907,openvtuber-server/src/openvtuber/web/web.py,17:16,function call,function call,one-to-one,"argument addition, argument deletion",run,run,https://github.com/virtuber/openvtuber/commit/3abbc431,flask__uvicorn__virtuber/openvtuber__3abbc431
flask,uvicorn,virtuber/openvtuber,3abbc431e586218470f47eac10fa6d351c6fe907,openvtuber-server/src/openvtuber/web/web.py,3:3,import,import,not applicable,,"flask.Flask, flask.send_from_directory",fastapi.FastAPI,https://github.com/virtuber/openvtuber/commit/3abbc431,flask__uvicorn__virtuber/openvtuber__3abbc431
fuzzywuzzy,rapidfuzz,nlpia/nlpia-bot,054d5d207cba12d9b5c4765454be1c51424ea4f3,qary/skills/search_fuzzy_bots.py,8:8,import,import,not applicable,,fuzzywuzzy.process,rapidfuzz.process,https://github.com/nlpia/nlpia-bot/commit/054d5d20,fuzzywuzzy__rapidfuzz__nlpia/nlpia-bot__054d5d20
gcloud-aio-core,aiohttp,talkiq/gcloud-aio,45d94ddaf969648d5479ff480a92b16d537716f9,bigquery/gcloud/aio/bigquery/bigquery.py,6:5,import,import,not applicable,,gcloud.aio.core.http.post,aiohttp,https://github.com/talkiq/gcloud-aio/commit/45d94dda,gcloud-aio-core__aiohttp__talkiq/gcloud-aio__45d94dda
gcloud-aio-core,aiohttp,talkiq/gcloud-aio,45d94ddaf969648d5479ff480a92b16d537716f9,bigquery/gcloud/aio/bigquery/bigquery.py,96-100:91-94,function call,"function call, function call, function call",one-to-many,"argument addition, argument transformation, element name change",post,"ClientSession, post, json",https://github.com/talkiq/gcloud-aio/commit/45d94dda,gcloud-aio-core__aiohttp__talkiq/gcloud-aio__45d94dda
gcloud-aio-core,aiohttp,talkiq/gcloud-aio,963f34706918757ab7d3cbad70c363b9a48b9d40,datastore/gcloud/aio/datastore/datastore.py,142:154-157,function call,"function call, function call, function call",one-to-many,"argument addition, argument transformation, element name change",post,"ClientSession, post, json",https://github.com/talkiq/gcloud-aio/commit/963f3470,gcloud-aio-core__aiohttp__talkiq/gcloud-aio__963f3470
gcloud-aio-core,aiohttp,talkiq/gcloud-aio,963f34706918757ab7d3cbad70c363b9a48b9d40,datastore/gcloud/aio/datastore/datastore.py,5:4,import,import,not applicable,,gcloud.aio.core.http.post,aiohttp,https://github.com/talkiq/gcloud-aio/commit/963f3470,gcloud-aio-core__aiohttp__talkiq/gcloud-aio__963f3470
gcloud-aio-core,aiohttp,talkiq/gcloud-aio,d15540f94ecdf468b1baf7fd9c025e4f862b3b69,taskqueue/gcloud/aio/taskqueue/taskqueue.py,12-17:6,import,import,not applicable,,"gcloud.aio.core.aio.call_later, gcloud.aio.core.http.delete, gcloud.aio.core.http.get, gcloud.aio.core.http.HttpError, gcloud.aio.core.http.patch, gcloud.aio.core.http.post",aiohttp,https://github.com/talkiq/gcloud-aio/commit/d15540f9,gcloud-aio-core__aiohttp__talkiq/gcloud-aio__d15540f9
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,google/cloud/error_reporting/client.py,19:19,import,import,not applicable,,gcloud.logging.client,google.cloud.logging.client,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,system_tests/logging_.py,18:18,import,import,not applicable,,gcloud.logging,google.cloud.logging,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,system_tests/logging_.py,19:19,import,import,not applicable,,gcloud.logging.handlers.handlers,google.cloud.logging.handlers.handlers,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,unit_tests/language/test_document.py,108:108,import,import,not applicable,,gcloud.language.document,google.cloud.language.document,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,unit_tests/language/test_document.py,121:121,import,import,not applicable,,gcloud.language.document,google.cloud.language.document,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,unit_tests/logging/test__gax.py,20:20,import,import,not applicable,,gcloud.logging._gax,google.cloud.logging._gax,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,unit_tests/monitoring/test_client.py,188:188,import,import,not applicable,,gcloud.monitoring.client,google.cloud.monitoring.client,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,googlecloudplatform/gcloud-python,e55a1d846e7872b90e325c16a5f2d5f2c21df04e,unit_tests/pubsub/test__gax.py,20:20,import,import,not applicable,,gcloud.pubsub._gax,google.cloud.pubsub._gax,https://github.com/googlecloudplatform/gcloud-python/commit/e55a1d84,gcloud__google__googlecloudplatform/gcloud-python__e55a1d84
gcloud,google,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,tests/gs_integration_help.py,1-2:1-2,import,import,not applicable,,"gcloud.exceptions, gcloud.storage","google.cloud.exceptions, google.cloud.storage",https://github.com/wal-e/wal-e/commit/be9820b9,gcloud__google__wal-e/wal-e__be9820b9
gcloud,google,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,tests/test_gs_deleter.py,7:7,import,import,not applicable,,gcloud.storage,google.cloud.storage,https://github.com/wal-e/wal-e/commit/be9820b9,gcloud__google__wal-e/wal-e__be9820b9
gcloud,google,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,wal_e/blobstore/gs/__init__.py,2:2,import,import,not applicable,,gcloud,google.cloud,https://github.com/wal-e/wal-e/commit/be9820b9,gcloud__google__wal-e/wal-e__be9820b9
gcloud,google,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,wal_e/blobstore/gs/calling_format.py,1-3:1-4,import,import,not applicable,,"gcloud.storage.connection.Connection, gcloud.credentials.get_credentials, gcloud.storage","google.cloud.storage._http.Connection, google.cloud.credentials.get_credentials, google.cloud.storage, google.auth.credentials.with_scopes_if_required",https://github.com/wal-e/wal-e/commit/be9820b9,gcloud__google__wal-e/wal-e__be9820b9
gcloud,google,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,wal_e/blobstore/gs/calling_format.py,27:28,function call,function call,one-to-one,element name change,_create_scoped_credentials,with_scopes_if_required,https://github.com/wal-e/wal-e/commit/be9820b9,gcloud__google__wal-e/wal-e__be9820b9
gcloud,google,wal-e/wal-e,be9820b90101b1bf845814c56e55ac7d6e6878f9,wal_e/blobstore/gs/utils.py,12:12,import,import,not applicable,,gcloud.storage,google.cloud.storage,https://github.com/wal-e/wal-e/commit/be9820b9,gcloud__google__wal-e/wal-e__be9820b9
gevent,eventlet,duanhongyi/dwebsocket,d707ff652fd74c3420e83a50fc9b1b9026ed0d98,examples/run_eventlet.py,14-15:16,"function call, function call","function call, function call",many-to-many,element name change,"WSGIServer, serve_forever","server, listen",https://github.com/duanhongyi/dwebsocket/commit/d707ff65,gevent__eventlet__duanhongyi/dwebsocket__d707ff65
gevent,eventlet,duanhongyi/dwebsocket,d707ff652fd74c3420e83a50fc9b1b9026ed0d98,examples/run_eventlet.py,"3,5:1,6",import,import,not applicable,,"gevent.monkey, gevent.pywsgi.WSGIServer","eventlet.wsgi, eventlet.patcher, eventlet.wsgi, eventlet.patcher",https://github.com/duanhongyi/dwebsocket/commit/d707ff65,gevent__eventlet__duanhongyi/dwebsocket__d707ff65
gevent,eventlet,duanhongyi/dwebsocket,d707ff652fd74c3420e83a50fc9b1b9026ed0d98,examples/run_eventlet.py,4:2,function call,function call,one-to-one,element name change,patch_all,monkey_patch,https://github.com/duanhongyi/dwebsocket/commit/d707ff65,gevent__eventlet__duanhongyi/dwebsocket__d707ff65
gevent,eventlet,miguelgrinberg/flask-socketio,883e73e548869ca6896e6b6cc6f44627c0168499,example/app.py,1:1,import,import,not applicable,,gevent.monkey,eventlet,https://github.com/miguelgrinberg/flask-socketio/commit/883e73e5,gevent__eventlet__miguelgrinberg/flask-socketio__883e73e5
gevent,eventlet,miguelgrinberg/flask-socketio,883e73e548869ca6896e6b6cc6f44627c0168499,example/app.py,2:2,function call,function call,one-to-one,element name change,patch_all,monkey_patch,https://github.com/miguelgrinberg/flask-socketio/commit/883e73e5,gevent__eventlet__miguelgrinberg/flask-socketio__883e73e5
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,136:,function call,,one-to-zero,,acquire,,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,155:,function call,,one-to-zero,,acquire,,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,138:,function call,,one-to-zero,,release,,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,157:,function call,,one-to-zero,,release,,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,142:192,function call,function call,one-to-one,,sleep,sleep,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,142:192,function call,function call,one-to-one,,sleep,sleep,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,67:108,function call,function call,one-to-one,,sleep,sleep,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,26-27:25,import,import,not applicable,,"gevent, lock",eventlet,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,56:,function call,,one-to-zero,,Semaphore,,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,projectcalico/felix,657e727468c6c6c7ee13ce93fb88643339572440,calico/election.py,58:77,function call,function call,one-to-one,,spawn,spawn,https://github.com/projectcalico/felix/commit/657e7274,gevent__eventlet__projectcalico/felix__657e7274
gevent,eventlet,stefal/rtkbase,cf856c0cc9cbb0f810d59c9419f8789a1f9f5a80,web_app/server.py,26:28,import,import,not applicable,,gevent.monkey,eventlet,https://github.com/stefal/rtkbase/commit/cf856c0c,gevent__eventlet__stefal/rtkbase__cf856c0c
gevent,eventlet,stefal/rtkbase,cf856c0cc9cbb0f810d59c9419f8789a1f9f5a80,web_app/server.py,27:29,function call,function call,one-to-one,element name change,patch_all,monkey_patch,https://github.com/stefal/rtkbase/commit/cf856c0c,gevent__eventlet__stefal/rtkbase__cf856c0c
gevent,eventlet,thenetcircle/dino,119d922a1c7c86cf6f6b3d8589df461bfe6abb2a,app.py,1:3,import,import,not applicable,,gevent.monkey,eventlet,https://github.com/thenetcircle/dino/commit/119d922a,gevent__eventlet__thenetcircle/dino__119d922a
gevent,eventlet,thenetcircle/dino,119d922a1c7c86cf6f6b3d8589df461bfe6abb2a,app.py,5:8,function call,function call,one-to-one,element name change,patch_all,monkey_patch,https://github.com/thenetcircle/dino/commit/119d922a,gevent__eventlet__thenetcircle/dino__119d922a
gunicorn,waitress,openphilology/nidaba,4bab2ee1ad5b8b2e4413a74a8d96a232b3f548e0,nidaba/cli.py,"323,326:325",import,import,not applicable,,"gunicorn.app.base, gunicorn.six.iteritems",waitress.serve,https://github.com/openphilology/nidaba/commit/4bab2ee1,gunicorn__waitress__openphilology/nidaba__4bab2ee1
guzzle-sphinx-theme,sphinx-rtd-theme,jamesls/semidbm,aa0babacc67027d1367c4bab112985203c984fab,docs/conf.py,91:95,import,import,not applicable,,guzzle_sphinx_theme,sphinx_rtd_theme,https://github.com/jamesls/semidbm/commit/aa0babac,guzzle-sphinx-theme__sphinx-rtd-theme__jamesls/semidbm__aa0babac
guzzle-sphinx-theme,sphinx-rtd-theme,jamesls/semidbm,aa0babacc67027d1367c4bab112985203c984fab,docs/conf.py,96:102,function call,function call,one-to-one,"element name change, output transformation",html_theme_path,get_html_theme_path,https://github.com/jamesls/semidbm/commit/aa0babac,guzzle-sphinx-theme__sphinx-rtd-theme__jamesls/semidbm__aa0babac
html5lib,bleach,posativ/isso,f1a4478272395c5a4c110c7e564cfb444c4ec63f,isso/utils/html.py,12-14:9,import,import,not applicable,,"html5lib, html5lib.sanitizer.HTMLSanitizer, html5lib.serializer.HTMLSerializer",bleach,https://github.com/posativ/isso/commit/f1a44782,html5lib__bleach__posativ/isso__f1a44782
html5lib,bleach,pycon/pycon,3dba9637623143551d388391a8d818e368304f6b,symposion/markdown_parser.py,14-16:10,"function call, attribute, function call, attribute, function call",function call,many-to-one,"argument addition, argument deletion, element name change, output transformation","HTMLParser, HTMLSanitizer, parseFragment, childNodes, toxml",clean,https://github.com/pycon/pycon/commit/3dba9637,html5lib__bleach__pycon/pycon__3dba9637
html5lib,bleach,pycon/pycon,3dba9637623143551d388391a8d818e368304f6b,symposion/markdown_parser.py,2:1,import,import,not applicable,,"html5lib.html5parser, html5lib.sanitizer",bleach,https://github.com/pycon/pycon/commit/3dba9637,html5lib__bleach__pycon/pycon__3dba9637
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,12:8,import,import,not applicable,,httplib2,requests,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,25:,function call,,one-to-zero,,RETRIES,,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,29:,function reference,,one-to-zero,,proxy_info_from_environment,,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,30:,function reference,,one-to-zero,,proxy_info_from_url,,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,33:,function reference,,one-to-zero,,from_environment,,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,34:,function reference,,one-to-zero,,from_url,,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,51-54:,function call,,one-to-zero,,Http,,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
httplib2,requests,ankitects/anki,f6245cdfd1e81fecb581a17d3ee314ed0d72698d,anki/sync.py,:463,,function call,zero-to-one,,,Session,https://github.com/ankitects/anki/commit/f6245cdf,httplib2__requests__ankitects/anki__f6245cdf
