source,target,repo,commit,# ccs,# files,source PEs,target PEs,properties,# PE,# props,commit URL,id
pycryptodome,cryptography,twisted/twisted,e31995c9894c04b916191913107943caef1f48e8,23,7,"function call, type","exception, function call, type","argument addition, argument transformation, element name change",3,3,https://github.com/twisted/twisted/commit/e31995c9,pycryptodome__cryptography__twisted/twisted__e31995c9
pycryptodome,pycryptodomex,azure/aztk,19dde429a702c29bdcf86a69805053ecfd02edee,0,4,,,,0,0,https://github.com/azure/aztk/commit/19dde429,pycryptodome__pycryptodomex__azure/aztk__19dde429
pycryptodome,pycryptodomex,malwaredllc/byob,9291b54ed6a1c727030c571a6ebdf7b344781c8f,21,2,"attribute, function call, type","attribute, function call, type",,3,0,https://github.com/malwaredllc/byob/commit/9291b54e,pycryptodome__pycryptodomex__malwaredllc/byob__9291b54e
pycryptodome,pycryptodomex,snemes/malware-analysis,02b064b4acc0ae26d6c61246ab3f1f45b750091a,0,1,,,,0,0,https://github.com/snemes/malware-analysis/commit/02b064b4,pycryptodome__pycryptodomex__snemes/malware-analysis__02b064b4
pycrypto,cryptography,freeopcua/opcua-asyncio,cdaff1575780a99ab035abb08a6ad13414cd4859,0,1,,,,0,0,https://github.com/freeopcua/opcua-asyncio/commit/cdaff157,pycrypto__cryptography__freeopcua/opcua-asyncio__cdaff157
pycrypto,pycryptodome,camptocamp/c2cgeoportal,14388c3d85ab164d7b36b1331534913a1c9d6c9a,4,2,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/camptocamp/c2cgeoportal/commit/14388c3d,pycrypto__pycryptodome__camptocamp/c2cgeoportal__14388c3d
pycrypto,pycryptodome,hhyo/archery,e192ca69e2d610bc59a9f10165c7fd1c8ab9b157,1,1,function call,function call,argument transformation,1,1,https://github.com/hhyo/archery/commit/e192ca69,pycrypto__pycryptodome__hhyo/archery__e192ca69
pycurl,requests,tasmota/decode-config,5be614174b1e282440fa0166e48c0d39bafb3ff1,2,1,function call,"attribute, function call","argument transformation, element name change",2,2,https://github.com/tasmota/decode-config/commit/5be61417,pycurl__requests__tasmota/decode-config__5be61417
pycurl,requests,upstox/upstox-python,dce87602c4bcc41ddee1cfb06c5fe1866a338fee,2,1,function call,,,1,0,https://github.com/upstox/upstox-python/commit/dce87602,pycurl__requests__upstox/upstox-python__dce87602
pydotplus,pydot2,networkx/networkx,481f3e8e405cafc05c570e8fc5a2a4d531f86121,0,6,,,,0,0,https://github.com/networkx/networkx/commit/481f3e8e,pydotplus__pydot2__networkx/networkx__481f3e8e
pydotplus,pydot2,trungdong/prov,acb9b05f0bd99b3fbd58e5f1a684d1cfc28961f8,0,1,,,,0,0,https://github.com/trungdong/prov/commit/acb9b05f,pydotplus__pydot2__trungdong/prov__acb9b05f
pydotplus,pydot,mathics/mathics,915daeb9cd029b666ac3156b1c8f52939f6d0198,1,1,function call,,,1,0,https://github.com/mathics/mathics/commit/915daeb9,pydotplus__pydot__mathics/mathics__915daeb9
pyfits,astropy,glue-viz/glue,5b2d7f925fd49aac3654c7f288e87e9b6df347cf,7,4,"attribute, function call","attribute, function call",,2,0,https://github.com/glue-viz/glue/commit/5b2d7f92,pyfits__astropy__glue-viz/glue__5b2d7f92
pyfits,astropy,icrar/ngas,fa8b714cfe1a3644f4132b25932b614a2ed625a7,0,3,,,,0,0,https://github.com/icrar/ngas/commit/fa8b714c,pyfits__astropy__icrar/ngas__fa8b714c
pyfits,astropy,spacetelescope/pysynphot,5b80ada45d2eb5fcdcca8959d073713ab3e84c7b,0,18,,,,0,0,https://github.com/spacetelescope/pysynphot/commit/5b80ada4,pyfits__astropy__spacetelescope/pysynphot__5b80ada4
pymilvus-orm,pymilvus,milvus-io/bootcamp,89c7afc6548362e9bbf1dbf6142aabb02bc3bb93,1,1,function call,function call,"argument addition, element name change",1,2,https://github.com/milvus-io/bootcamp/commit/89c7afc6,pymilvus-orm__pymilvus__milvus-io/bootcamp__89c7afc6
pymilvus-orm,pymilvus,milvus-io/bootcamp,a7f4c3f13e007116d88d9a2776f471a4e4f1fc81,0,1,,,,0,0,https://github.com/milvus-io/bootcamp/commit/a7f4c3f1,pymilvus-orm__pymilvus__milvus-io/bootcamp__a7f4c3f1
pymilvus-orm,pymilvus,milvus-io/bootcamp,e5073e4c0c3e799822e939268d80c8f0601ea4cf,0,2,,,,0,0,https://github.com/milvus-io/bootcamp/commit/e5073e4c,pymilvus-orm__pymilvus__milvus-io/bootcamp__e5073e4c
pyopenssl,cryptography,celery/celery,9b39fc41998c708c6612f0c7bf4393bf48f72e9b,9,4,"exception, function call","attribute, exception, function call","argument addition, argument deletion, argument transformation, element name change",3,4,https://github.com/celery/celery/commit/9b39fc41,pyopenssl__cryptography__celery/celery__9b39fc41
pyopenssl,cryptography,openstack/neutron-lbaas,bb34d71c7772d1728d6ceaa04333856f8b6ea4d4,1,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/openstack/neutron-lbaas/commit/bb34d71c,pyopenssl__cryptography__openstack/neutron-lbaas__bb34d71c
pyopenssl,cryptography,RIPE-NCC/ripe-atlas-sagan,f6fc10c8f55b73a3229f4f5f5beea4d771994913,8,1,function call,"attribute, function call","argument addition, argument deletion, argument transformation, element name change, output transformation",2,5,https://github.com/RIPE-NCC/ripe-atlas-sagan/commit/f6fc10c8,pyopenssl__cryptography__RIPE-NCC/ripe-atlas-sagan__f6fc10c8
pypcap,pcapy,openstack/steth,a981d2eff81eec01d3663c5530e79852619e9d7e,1,1,function call,function call,element name change,1,1,https://github.com/openstack/steth/commit/a981d2ef,pypcap__pcapy__openstack/steth__a981d2ef
pyqt5,pyside2,catalystneuro/nwb-conversion-tools,a2ef3358d8aa51f8f49b81debcd54b648e25b6da,4,8,function call,function call,,1,0,https://github.com/catalystneuro/nwb-conversion-tools/commit/a2ef3358,pyqt5__pyside2__catalystneuro/nwb-conversion-tools__a2ef3358
pyqt5,pyside2,sanpen/gridcal,39a5dd91e4f42ccab5d18efbf899293f18330ec7,349,28,"decorator, function call","decorator, function call","argument addition, element name change",2,2,https://github.com/sanpen/gridcal/commit/39a5dd91,pyqt5__pyside2__sanpen/gridcal__39a5dd91
pyqt5,pyside6,toufool/auto-split,86244b6c190f48200826788fa6af4bd8d26b230f,71,8,"attribute, function call","attribute, function call","argument transformation, element name change",2,2,https://github.com/toufool/auto-split/commit/86244b6c,pyqt5__pyside6__toufool/auto-split__86244b6c
pyquery,beautifulsoup4,idan/telostats,f73354ab6a11c665921a25d9bdfdbd74a33b55fb,3,1,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/idan/telostats/commit/f73354ab,pyquery__beautifulsoup4__idan/telostats__f73354ab
pyside2,qtpy,pypeit/pypeit,ba5e21ad19520001e4d4e8441910a43be9496115,0,1,,,,0,0,https://github.com/pypeit/pypeit/commit/ba5e21ad,pyside2__qtpy__pypeit/pypeit__ba5e21ad
python-ldap,ldap3,cloud-custodian/cloud-custodian,cbaf252ff1eb554511b0384392ea02387887ed6c,0,1,,,,0,0,https://github.com/cloud-custodian/cloud-custodian/commit/cbaf252f,python-ldap__ldap3__cloud-custodian/cloud-custodian__cbaf252f
python-ldap,ldap3,ictu/quality-time,cc47b42cf70b6968b22a3819bf0b9714135271c1,2,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/ictu/quality-time/commit/cc47b42c,python-ldap__ldap3__ictu/quality-time__cc47b42c
python3-memcached,pymemcache,flan/staticdhcpd,0e648193ba476780ff951ede0cbbf9c871bc1aca,1,1,function call,function call,"argument addition, argument transformation",1,2,https://github.com/flan/staticdhcpd/commit/0e648193,python3-memcached__pymemcache__flan/staticdhcpd__0e648193
pytorch-pretrained-bert,pytorch-transformers,haoxizhong/pytorch-worker,fa8de771a86df6130d7ff456319240bc1387804d,1,2,function call,function call,argument deletion,1,1,https://github.com/haoxizhong/pytorch-worker/commit/fa8de771,pytorch-pretrained-bert__pytorch-transformers__haoxizhong/pytorch-worker__fa8de771
pytorch-pretrained-bert,pytorch-transformers,kaushaltrivedi/fast-bert,1c96992f4e825e9dd8635a36007d498396d87eba,3,5,type,type,element name change,1,1,https://github.com/kaushaltrivedi/fast-bert/commit/1c96992f,pytorch-pretrained-bert__pytorch-transformers__kaushaltrivedi/fast-bert__1c96992f
pytorch-pretrained-bert,pytorch-transformers,naver/claf,cffe4993564244545f085ede95eb848b94d07bde,0,1,,,,0,0,https://github.com/naver/claf/commit/cffe4993,pytorch-pretrained-bert__pytorch-transformers__naver/claf__cffe4993
pytorch-pretrained-bert,transformers,tiiiger/bert_score,04376e1e50d452f698b454a074d526d5ecd6a76b,2,1,function call,function call,argument transformation,1,1,https://github.com/tiiiger/bert_score/commit/04376e1e,pytorch-pretrained-bert__transformers__tiiiger/bert_score__04376e1e
pytorch-transformers,transformers,allenai/abductive-commonsense-reasoning,abfeffc58f4d5ccfccbadedcb70dea6fab981f82,0,1,,,,0,0,https://github.com/allenai/abductive-commonsense-reasoning/commit/abfeffc5,pytorch-transformers__transformers__allenai/abductive-commonsense-reasoning__abfeffc5
pytorch-transformers,transformers,calclavia/story-generation,8954fad71993decf00cafa4407413a305ccd381c,0,5,,,,0,0,https://github.com/calclavia/story-generation/commit/8954fad7,pytorch-transformers__transformers__calclavia/story-generation__8954fad7
pytorch-transformers,transformers,huggingface/transfer-learning-conv-ai,16074b209c8a94c887c2b869d773ea5f56d8593b,1,5,type,type,,1,0,https://github.com/huggingface/transfer-learning-conv-ai/commit/16074b20,pytorch-transformers__transformers__huggingface/transfer-learning-conv-ai__16074b20
pytorch-transformers,transformers,intellabs/nlp-architect,9f067f27667f622b94c71cf703716513d8a19ea8,11,4,type,"function call, type",,2,0,https://github.com/intellabs/nlp-architect/commit/9f067f27,pytorch-transformers__transformers__intellabs/nlp-architect__9f067f27
pytorch-transformers,transformers,jsybrandt/agatha,b570ef0eed11a0d55f1e00d0291fccad62f06222,0,1,,,,0,0,https://github.com/jsybrandt/agatha/commit/b570ef0e,pytorch-transformers__transformers__jsybrandt/agatha__b570ef0e
pytorch-transformers,transformers,nvidia/nemo,786651234cc92e1bb1d14e44aa5e207867f85596,0,8,,,,0,0,https://github.com/nvidia/nemo/commit/78665123,pytorch-transformers__transformers__nvidia/nemo__78665123
pytz,pendulum,oddluck/limnoria-plugins,2c40713d3a2778d6f729d896372c3bcd74302104,0,1,,,,0,0,https://github.com/oddluck/limnoria-plugins/commit/2c40713d,pytz__pendulum__oddluck/limnoria-plugins__2c40713d
pytz,pendulum,oddluck/limnoria-plugins,33c7a3fc0878d87ee803db91c17523a9e61af3ed,0,2,,,,0,0,https://github.com/oddluck/limnoria-plugins/commit/33c7a3fc,pytz__pendulum__oddluck/limnoria-plugins__33c7a3fc
pyuserinput,pynput,activitywatch/aw-watcher-afk,297b58cb7e65a05744dbf9aa30b2e179cd653e11,2,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/activitywatch/aw-watcher-afk/commit/297b58cb,pyuserinput__pynput__activitywatch/aw-watcher-afk__297b58cb
pyyaml,oyaml,cronyo/cronyo,edd0cc6078a1c0b6afaee0b71946ac61e14fdaed,0,1,,,,0,0,https://github.com/cronyo/cronyo/commit/edd0cc60,pyyaml__oyaml__cronyo/cronyo__edd0cc60
pyyaml,oyaml,gammapy/gammapy,848da6312d566b699888d77d3894ab2f1a9a8baf,0,1,,,,0,0,https://github.com/gammapy/gammapy/commit/848da631,pyyaml__oyaml__gammapy/gammapy__848da631
pyyaml,ruamel.yaml,cloud-custodian/cloud-custodian,ee4d52689e1f4965439b2d360c89eddf8767a935,0,3,,,,0,0,https://github.com/cloud-custodian/cloud-custodian/commit/ee4d5268,pyyaml__ruamel.yaml__cloud-custodian/cloud-custodian__ee4d5268
pyyaml,ruamel.yaml,common-workflow-language/cwltool,b9b65c0f4d7531c8a97690356ecf1a34214eaac2,0,1,,,,0,0,https://github.com/common-workflow-language/cwltool/commit/b9b65c0f,pyyaml__ruamel.yaml__common-workflow-language/cwltool__b9b65c0f
pyyaml,ruamel.yaml,holgern/beem,f5ba90e2cc5bb88b29b173bae11ba46e06efecf7,0,1,,,,0,0,https://github.com/holgern/beem/commit/f5ba90e2,pyyaml__ruamel.yaml__holgern/beem__f5ba90e2
raven,sentry-sdk,agdsn/sipa,ea23791cfdc36d614189418a01a57c78859fa5e8,1,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/agdsn/sipa/commit/ea23791c,raven__sentry-sdk__agdsn/sipa__ea23791c
raven,sentry-sdk,city-of-helsinki/respa,4fecb977083666abb353b203f661cdb0952a0764,2,2,function call,function call,"argument deletion, element name change",1,2,https://github.com/city-of-helsinki/respa/commit/4fecb977,raven__sentry-sdk__city-of-helsinki/respa__4fecb977
raven,sentry-sdk,etalab/udata,9bc0f731c23bb6fc45765bb312aabf94e697de3c,2,1,"attribute, function call","attribute, function call","argument addition, argument transformation, element name change",2,3,https://github.com/etalab/udata/commit/9bc0f731,raven__sentry-sdk__etalab/udata__9bc0f731
raven,sentry-sdk,habitissimo/myaas,0a65bcc2ce97a2e3ad9b028b1cf9bcc58499f5d9,1,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/habitissimo/myaas/commit/0a65bcc2,raven__sentry-sdk__habitissimo/myaas__0a65bcc2
raven,sentry-sdk,kiwicom/the-zoo,e22070c01d0beee9622d9dc393530ce1a6f254e5,3,4,function call,"attribute, function call",element name change,2,1,https://github.com/kiwicom/the-zoo/commit/e22070c0,raven__sentry-sdk__kiwicom/the-zoo__e22070c0
raven,sentry-sdk,mozilla/addons-server,634c64f7d1a6e6183087ad996599f1c033e333b1,1,1,function call,function call,"argument transformation, element name change",1,2,https://github.com/mozilla/addons-server/commit/634c64f7,raven__sentry-sdk__mozilla/addons-server__634c64f7
raven,sentry-sdk,onecodex/onecodex,120d9613fe1b8c7a6af247ec2dce8937127207c5,5,1,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/onecodex/onecodex/commit/120d9613,raven__sentry-sdk__onecodex/onecodex__120d9613
raven,sentry-sdk,pokainc/cfn-cross-region-export,f1120d34c2a71686e769995300ac7cf09f858e34,1,1,function call,function call,"argument addition, argument deletion, element name change",1,3,https://github.com/pokainc/cfn-cross-region-export/commit/f1120d34,raven__sentry-sdk__pokainc/cfn-cross-region-export__f1120d34
raven,sentry-sdk,samuelcolvin/aiohttp-toolbox,3b7a2a33f2b9eae5edd188752fad73ff36ff7c44,1,1,function call,function call,"argument deletion, argument transformation, element name change",1,3,https://github.com/samuelcolvin/aiohttp-toolbox/commit/3b7a2a33,raven__sentry-sdk__samuelcolvin/aiohttp-toolbox__3b7a2a33
raven,sentry-sdk,teamsempo/sempoblockchain,449990a2f87b776eb6d498d542469408148c85ce,5,3,function call,function call,"argument addition, argument transformation, element name change",1,3,https://github.com/teamsempo/sempoblockchain/commit/449990a2,raven__sentry-sdk__teamsempo/sempoblockchain__449990a2
raven,sentry-sdk,thespaghettidetective/thespaghettidetective,b86b375952cc3e965c32201caa8094998c56cde7,9,1,function call,function call,element name change,1,1,https://github.com/thespaghettidetective/thespaghettidetective/commit/b86b3759,raven__sentry-sdk__thespaghettidetective/thespaghettidetective__b86b3759
raven,sentry-sdk,weasyl/weasyl,d10cb162447d9e3a9506b76054851863b10ff27a,1,2,function call,function call,"argument addition, element name change",1,2,https://github.com/weasyl/weasyl/commit/d10cb162,raven__sentry-sdk__weasyl/weasyl__d10cb162
redis,aioredis,walletconnect/py-walletconnect-bridge,c2d3db2aa64cccab96d71f8786981fdbb82a2773,6,1,function call,function call,"argument addition, argument deletion, argument transformation, async transformation, element name change",1,5,https://github.com/walletconnect/py-walletconnect-bridge/commit/c2d3db2a,redis__aioredis__walletconnect/py-walletconnect-bridge__c2d3db2a
requests-oauth2,oauthlib,mozilla/addons-server,5fd17b43f241bb83c2cdb1d2d179b3b4369e644f,1,1,function call,attribute,element name change,2,1,https://github.com/mozilla/addons-server/commit/5fd17b43,requests-oauth2__oauthlib__mozilla/addons-server__5fd17b43
requests-oauth2,requests-oauthlib,getsentry/sentry,0bfe540d62bd38483de26796e20ae014b2f06d54,0,1,,,,0,0,https://github.com/getsentry/sentry/commit/0bfe540d,requests-oauth2__requests-oauthlib__getsentry/sentry__0bfe540d
requests-oauth2,requests-oauthlib,gunthercox/chatterbot,6c3b234d2eb6692976f96ca253b83c73d6fea00c,6,1,function call,function call,,1,0,https://github.com/gunthercox/chatterbot/commit/6c3b234d,requests-oauth2__requests-oauthlib__gunthercox/chatterbot__6c3b234d
requests-oauth2,requests-oauthlib,sarumont/py-trello,ede0ceb10b1e08451767f2b709b52445ada72f37,4,1,function call,function call,,1,0,https://github.com/sarumont/py-trello/commit/ede0ceb1,requests-oauth2__requests-oauthlib__sarumont/py-trello__ede0ceb1
requests-oauth2,requests,sybrenstuvel/flickrapi,c4f8d7940d28080bfa358e3460d2f7f6ff2176e4,3,1,"attribute, function call","attribute, function call","argument deletion, argument transformation, element name change",2,3,https://github.com/sybrenstuvel/flickrapi/commit/c4f8d794,requests-oauth2__requests__sybrenstuvel/flickrapi__c4f8d794
requests,aiohttp,aiortc/aiortc,d30c24009196f6f520010f7cca1d24e7506163be,1,1,function call,function call,"async transformation, element name change, output transformation",1,3,https://github.com/aiortc/aiortc/commit/d30c2400,requests__aiohttp__aiortc/aiortc__d30c2400
requests,aiohttp,ictu/quality-time,d3a9a16a72348cece48c9788cf10db6cc043ec7c,10,4,"attribute, function call","attribute, function call","argument deletion, argument transformation, async transformation, element name change",2,4,https://github.com/ictu/quality-time/commit/d3a9a16a,requests__aiohttp__ictu/quality-time__d3a9a16a
requests,aiohttp,keselekpermen69/userbutt,a2dd44e191e6539011d3ff3a38535cb167ceb2e5,4,1,"attribute, function call","attribute, function call","async transformation, element name change",2,2,https://github.com/keselekpermen69/userbutt/commit/a2dd44e1,requests__aiohttp__keselekpermen69/userbutt__a2dd44e1
requests,aiohttp,paradoxalarminterface/pai,fac6f807b02028921310e48d14f3b71b365e283b,3,1,"attribute, function call","attribute, function call","async transformation, element name change",2,2,https://github.com/paradoxalarminterface/pai/commit/fac6f807,requests__aiohttp__paradoxalarminterface/pai__fac6f807
requests,aiohttp,raptor123471/dingolingo,1d8923abae93915ad877774e0fdc812d6c53a70b,4,1,"attribute, function call",function call,"argument addition, async transformation, element name change",2,3,https://github.com/raptor123471/dingolingo/commit/1d8923ab,requests__aiohttp__raptor123471/dingolingo__1d8923ab
requests,aiohttp,talkpython/async-techniques-python-course,a5c04bbd9b5614a8fc0317050c01e4c241b1b41d,6,3,function call,function call,"async transformation, element name change",1,2,https://github.com/talkpython/async-techniques-python-course/commit/a5c04bbd,requests__aiohttp__talkpython/async-techniques-python-course__a5c04bbd
requests,aiohttp,talkpython/async-techniques-python-course,ab4e5fdd32982c97e9701d3e1fdb8c39882d4250,2,1,function call,function call,"async transformation, element name change",1,2,https://github.com/talkpython/async-techniques-python-course/commit/ab4e5fdd,requests__aiohttp__talkpython/async-techniques-python-course__ab4e5fdd
requests,aiohttp,usergeteam/userge-plugins,80a54344d8a36252079661cb3486f4a3c33aa092,2,1,function call,"attribute, function call","async transformation, element name change",2,2,https://github.com/usergeteam/userge-plugins/commit/80a54344,requests__aiohttp__usergeteam/userge-plugins__80a54344
restkit,requests,sporteasy/python-poeditor,571085905db10c4ddd07ce83f875ca711000f171,6,1,"attribute, function call","attribute, function call","argument addition, argument name change, element name change, output transformation",2,4,https://github.com/sporteasy/python-poeditor/commit/57108590,restkit__requests__sporteasy/python-poeditor__57108590
retrying,tenacity,intelai/inference-model-manager,71aff3a0bd1ae2a7d7d91858dcbe721de152693e,7,4,decorator,decorator,argument transformation,1,1,https://github.com/intelai/inference-model-manager/commit/71aff3a0,retrying__tenacity__intelai/inference-model-manager__71aff3a0
retrying,tenacity,openstack/aodh,7587ab9bf362f3ed26c392e89aa4626429d95e7a,3,2,decorator,decorator,argument transformation,1,1,https://github.com/openstack/aodh/commit/7587ab9b,retrying__tenacity__openstack/aodh__7587ab9b
retrying,tenacity,openstack/ceilometer,380bb26dbb8aec89ea853d8afd435c213fd72b0c,4,3,decorator,decorator,argument transformation,1,1,https://github.com/openstack/ceilometer/commit/380bb26d,retrying__tenacity__openstack/ceilometer__380bb26d
retrying,tenacity,openstack/ironic-inspector,f4648facf76ff2ac742fc11bb81880f262e61ee2,1,1,decorator,decorator,"argument addition, argument name change, argument transformation",1,3,https://github.com/openstack/ironic-inspector/commit/f4648fac,retrying__tenacity__openstack/ironic-inspector__f4648fac
retrying,tenacity,openstack/ironic,b0607a26687c55548af111b128e49dd1e625ba9f,16,13,"decorator, function call","decorator, function call",argument transformation,2,1,https://github.com/openstack/ironic/commit/b0607a26,retrying__tenacity__openstack/ironic__b0607a26
retrying,tenacity,pokainc/cfn-cross-region-export,8d0ec687838ea69612d7b1236e2341198aef7937,0,1,,,,0,0,https://github.com/pokainc/cfn-cross-region-export/commit/8d0ec687,retrying__tenacity__pokainc/cfn-cross-region-export__8d0ec687
rpi.gpio,gpiozero,raspberrypilearning/push-button-stop-motion,0b6cdadb424feee7d6259966bbc1f6994e30320b,2,1,function call,function call,"argument deletion, element name change",1,2,https://github.com/raspberrypilearning/push-button-stop-motion/commit/0b6cdadb,rpi.gpio__gpiozero__raspberrypilearning/push-button-stop-motion__0b6cdadb
ruamel.yaml,pyyaml,cloud-custodian/cloud-custodian,12e3e8084ddb2e7f5ccbc5ea3c3bd3e4c7e9c207,0,3,,,,0,0,https://github.com/cloud-custodian/cloud-custodian/commit/12e3e808,ruamel.yaml__pyyaml__cloud-custodian/cloud-custodian__12e3e808
ruamel.yaml,pyyaml,microsoft/nni,b955ac99a46094d2d701d447e9df07509767cc32,8,6,function call,function call,"argument deletion, element name change",1,2,https://github.com/microsoft/nni/commit/b955ac99,ruamel.yaml__pyyaml__microsoft/nni__b955ac99
simplejson,ujson,covid-projections/covid-data-model,95385ff8e825098f27b1c5aebe489c95fb84fd33,0,1,,,,0,0,https://github.com/covid-projections/covid-data-model/commit/95385ff8,simplejson__ujson__covid-projections/covid-data-model__95385ff8
simplejson,ujson,zulip/zulip,222ef672b555fda7d6bd35c1db84c8744fd6ecb8,17,13,function call,function call,,1,0,https://github.com/zulip/zulip/commit/222ef672,simplejson__ujson__zulip/zulip__222ef672
slackclient,slack-sdk,alice-biometrics/petisco,9abf7b1f6ef8c55bdddcb9a5c2eff513f6a93130,0,3,,,,0,0,https://github.com/alice-biometrics/petisco/commit/9abf7b1f,slackclient__slack-sdk__alice-biometrics/petisco__9abf7b1f
slackclient,slack-sdk,slackapi/python-slack-events-api,813214e403c800722dd5a92449cb0a49b8b73abc,0,4,,,,0,0,https://github.com/slackapi/python-slack-events-api/commit/813214e4,slackclient__slack-sdk__slackapi/python-slack-events-api__813214e4
slackclient,slack-sdk,slackapi/python-slack-sdk,5f4d92a8048814fc4938753594e74d7cfc74c27a,5,2,"decorator, function call","decorator, function call",,2,0,https://github.com/slackapi/python-slack-sdk/commit/5f4d92a8,slackclient__slack-sdk__slackapi/python-slack-sdk__5f4d92a8
slackclient,slack-sdk,zulip/python-zulip-api,2d9cf64db860ab5e5eabb8151254b0f3dab609bd,3,1,"decorator, function call","decorator, function call",,2,0,https://github.com/zulip/python-zulip-api/commit/2d9cf64d,slackclient__slack-sdk__zulip/python-zulip-api__2d9cf64d
smbus-cffi,smbus2,pimoroni/inky,cba36514eb8c881f8bd1d92b0b6a5bf12b4b72fb,1,2,function call,function call,,1,0,https://github.com/pimoroni/inky/commit/cba36514,smbus-cffi__smbus2__pimoroni/inky__cba36514
sphinx-rtd-theme,edx-sphinx-theme,edx/ecommerce,c1e120fbdbbf99c9d591698d585af802a2079b69,1,1,function call,function call,,1,0,https://github.com/edx/ecommerce/commit/c1e120fb,sphinx-rtd-theme__edx-sphinx-theme__edx/ecommerce__c1e120fb
sphinx-rtd-theme,guzzle-sphinx-theme,bashtage/arch,3620700332f821ba84bcee1c4bfd53118e4e90a1,1,1,function call,function call,"element name change, output transformation",1,2,https://github.com/bashtage/arch/commit/36207003,sphinx-rtd-theme__guzzle-sphinx-theme__bashtage/arch__36207003
suds-py3,zeep,whynothugo/django-afip,827dd9f05a0ab517c7f4833754c0d60ddee48f56,1,2,exception,exception,element name change,1,1,https://github.com/whynothugo/django-afip/commit/827dd9f0,suds-py3__zeep__whynothugo/django-afip__827dd9f0
suds,zeep,hbldh/pybankid,79e424cef579d6bffc1e40048e46febbd53aded5,5,1,"exception, function call","exception, function call","argument deletion, element name change",2,2,https://github.com/hbldh/pybankid/commit/79e424ce,suds__zeep__hbldh/pybankid__79e424ce
suds,zeep,openstate/open-raadsinformatie,b56e48128d3551841287efdeebfb3a11f378eb6e,1,1,function call,function call,"argument addition, element name change",1,2,https://github.com/openstate/open-raadsinformatie/commit/b56e4812,suds__zeep__openstate/open-raadsinformatie__b56e4812
tables,h5py,yoseflab/scvi,35163f01deaa5db099b52683453a5fc49f064e11,1,1,function call,function call,"argument deletion, element name change",1,2,https://github.com/yoseflab/scvi/commit/35163f01,tables__h5py__yoseflab/scvi__35163f01
toml,tomlkit,greenbone/python-gvm,75a11ed482b70b5ffceaac939294ebaad2d7fe58,1,1,function call,function call,element name change,1,1,https://github.com/greenbone/python-gvm/commit/75a11ed4,toml__tomlkit__greenbone/python-gvm__75a11ed4
toolz,cytoolz,nlesc/xtas,0dbf3884e1a63065efc1523505348a343a1c2764,0,2,,,,0,0,https://github.com/nlesc/xtas/commit/0dbf3884,toolz__cytoolz__nlesc/xtas__0dbf3884
trollius,asyncio,popupcad/popupcad,d0526f68ebc8ddafbaa0fd7a3abf238d196b587d,0,1,,,,0,0,https://github.com/popupcad/popupcad/commit/d0526f68,trollius__asyncio__popupcad/popupcad__d0526f68
twitter,tweepy,cloudbotirc/cloudbot,f82432236f86ae0139a4f910394e453d790c28c6,27,1,"attribute, exception, function call","attribute, exception, function call","argument name change, argument transformation, element name change, output transformation",3,4,https://github.com/cloudbotirc/cloudbot/commit/f8243223,twitter__tweepy__cloudbotirc/cloudbot__f8243223
twitter,tweepy,huntwelch/mongobot,bea008ae61e1ea8304f429623ad87b036ac3649a,1,1,function call,function call,"argument name change, element name change",1,2,https://github.com/huntwelch/mongobot/commit/bea008ae,twitter__tweepy__huntwelch/mongobot__bea008ae
ufolib,fonttools,googlefonts/cu2qu,3543e4f24e3b6246deb206ca53c03e00d003497b,0,2,,,,0,0,https://github.com/googlefonts/cu2qu/commit/3543e4f2,ufolib__fonttools__googlefonts/cu2qu__3543e4f2
ujson,rapidjson,htrc/htrc-feature-reader,7eae68aa368f3e1bc41b36a4f504f8bbe6ff46c8,0,1,,,,0,0,https://github.com/htrc/htrc-feature-reader/commit/7eae68aa,ujson__rapidjson__htrc/htrc-feature-reader__7eae68aa
ujson,rapidjson,kinto/kinto,951dd25ca87f6e4b47a87d254cc187331c4d031c,1,1,function call,function call,,1,0,https://github.com/kinto/kinto/commit/951dd25c,ujson__rapidjson__kinto/kinto__951dd25c
ujson,rapidjson,murthylab/sleap,50721de04719ea3064650cacba3ffba6456e69b7,1,1,function call,function call,,1,0,https://github.com/murthylab/sleap/commit/50721de0,ujson__rapidjson__murthylab/sleap__50721de0
umsgpack,msgpack,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,36,1,function call,function call,"argument addition, argument name change, argument transformation, element name change",1,4,https://github.com/logicaldash/lise/commit/028d0b34,umsgpack__msgpack__logicaldash/lise__028d0b34
unicodecsv,csv,cfpb/cfgov-refresh,b4beec37d768262df8d6a0bb37707bb5d54f3bf9,6,6,function call,function call,"argument deletion, argument transformation",1,2,https://github.com/cfpb/cfgov-refresh/commit/b4beec37,unicodecsv__csv__cfpb/cfgov-refresh__b4beec37
