id 1,id 2,repo,commit,source,target,file path,lines,flag,R1 source APIs,R2 source APIs,agreed source API,R1 target APIs,R2 target APIs,agreed target APIs,R1 source program elements,R2 source program elements,agreed source program elements,R1 target program elements,R2 target program elements,agreed target program elements,R1 cardinality,R2 cardinality,agreed cardinality,R1 properties,R2 properties,agreed properties,R1 comments,R2 comments,R1,R2
M218,I78,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/login.py,1:6,,aiohttp,aiohttp,aiohttp,httpx,httpx,httpx,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M223,I81,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/utils.py,11:11,,aiohttp,aiohttp,aiohttp,httpx,httpx,httpx,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M230,I87,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/io/netcdf/read.py,13:12,,import netCDF4 as nc4,netCDF4,,import xarray as xr,xarray,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,alias name change;module name change,module name change,,,,moha,ildar
M231,I88,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/io/netcdf/read.py,340:328,,Dataset,Dataset,Dataset,open_dataset,open_dataset,open_dataset,function call,class object,,function call,function call,function call,one-to-one,one-to-one,one-to-one,argument deletion;element name change,argument addition,,,,moha,ildar
M232,I89,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/io/netcdf/write.py,26:14,,import netCDF4 as nc4,netCDF4,,import xarray as xr,xarray,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,alias name change;module name change,module name change,,,,moha,ildar
M233,I91,wkentaro/fcn,399069ac568af1d295a5ac2d3b61b531af998898,progressbar,tqdm,scripts/fcn_train.py,13:13,,import progressbar,progressbar,,import tqdm,tqdm,,import,import,import,import,import,import,one-to-one,one-to-one,one-to-one,module name change,module name change,module name change,,,moha,ildar
M41,-,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,19:19,,sleep,,,sleep,,,function call,,,function call,,,one-to-one,,,no properties,,,,,moha,
M42,-,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,22:22,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M43,-,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,27:27,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M44,-,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,31:31,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M45,-,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,33:33,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M46,-,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,40:40,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M47,-,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,42:42,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M70,-,openstack/ironic,cbf214b5130e362f57dbe5da99f4cef1918d882d,cheetah3,jinja2,ironic/drivers/modules/pxe.py,"141,154-159:152-156",unsure,Template,,,FileSystemLoader;get_template;render;Environment,,,function call,,,function call,,,one-to-many,,,type cast,,,misc properties,,moha,
M74,-,shingetsu/saku,d1ad50a9baedf58b37fd8527c09d9b0668d59013,cheetah3,jinja2,shingetsu/template.py,:57,,,,,FileSystemLoader,,,,,,function call,,,zero-to-one,,,no properties,,,,,moha,
M75,-,shingetsu/saku,d1ad50a9baedf58b37fd8527c09d9b0668d59013,cheetah3,jinja2,shingetsu/template.py,:56-59,,,,,Environment,,,,,,function call,,,zero-to-one,,,no properties,,,,,moha,
M76,-,shingetsu/saku,d1ad50a9baedf58b37fd8527c09d9b0668d59013,cheetah3,jinja2,shingetsu/template.py,72:67,,compile,,,get_template,,,function call,,,function call,,,one-to-one,,,argument transformation,,,,,moha,
M78,-,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,botocore,boto,mkwheelhouse.py,19:25-27,,get_service;get_session,,,OrdinaryCallingFormat;connect_to_region,,,function call,,,function call,,,many-to-many,,,argument  deletion;argument addition,,,,,moha,
M79,-,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,botocore,boto,mkwheelhouse.py,23-28:32-51,unsure,,,,,,,,,,,,,,,,,,,,,moha,
M80,-,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,botocore,boto,mkwheelhouse.py,34:62,unsure,,,,,,,,,,,,,,,,,,,,,moha,
M83,-,zalando/spilo,a83681c756fe8dfc8e5117c690bde16319e3e943,botocore,boto,postgres-appliance/callback_aws.py,26:,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M84,-,zalando/spilo,a83681c756fe8dfc8e5117c690bde16319e3e943,botocore,boto,postgres-appliance/callback_aws.py,:29,not MR,,,,,,,,,,,,,,,,,,,this is an additional feature,,moha,
M90,-,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b01,multiprocessing,multiprocess,syntax_sugar/pipe.py,3:4,,multiprocessing,,,multiprocess.pool,,,import,,,import,,,one-to-one,,,module name change,,,,,moha,
M91,-,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b01,multiprocessing,multiprocess,syntax_sugar/pipe.py,4:3,,multiprocessing.pool,,,multiprocess.pool,,,import,,,import,,,one-to-one,,,module name change,,,,,moha,
M92,-,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b02,multiprocessing,multiprocess,syntax_sugar/pipe.py,83:85-88,,map,,,map,,,function call,,,function call,,,one-to-one,,,argument transformation,,,"this is more like a ""conditional"" argument transformation",,moha,
M94,-,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b04,multiprocessing,multiprocess,syntax_sugar/pipe.py,87:92-95,,map,,,map,,,function call,,,function call,,,one-to-one,,,argument transformation,,,,,moha,
M124,-,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/main.py,,no code changes,,,,,,,,,,,,,,,,,,,,,moha,
M125,-,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/settings.py,,no code changes,,,,,,,,,,,,,,,,,,,,,moha,
M127,-,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,53-55:52-55,,get,,,get;AsyncClient,,,function call,,,function call,,,one-to-many,,,no properties,,,"this has a tangled refactoring, but not too bad",,moha,
M133,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,184:184,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M135,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,187-189:187-189,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M137,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,192-194:192-194,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M139,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,197-199:197-199,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M141,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,202:202,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M143,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,205:205,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M145,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,208:208,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M147,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,211-213:211-213,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition;argument name change,,,,,moha,
M149,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,222:222,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition,,,,,moha,
M150,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,225:225,,Ext,,,ExtType,,,function call,,,function call,,,one-to-one,,,element name change,,,,,moha,
M151,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,225:225,,packb,,,packb,,,function call,,,function call,,,one-to-one,,,argument addition,,,,,moha,
M168,-,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,375-378:,tangled,,,,,,,,,,,,,,,,,,,,,moha,
M169,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/__main__.py,,no code changes,,,,,,,,,,,,,,,,,,,,,moha,
M170,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/args.py,,no code changes,,,,,,,,,,,,,,,,,,,,,moha,
M179,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,310:303,unsure,,,,,,,,,,,,,,,,,,,,,moha,
M183,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,201:,,add_mutually_exclusive_group,,,,,,function call,,,,,,one-to-zero,,,no properties,,,,,moha,
M184,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,202:,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M186,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,206:198,,FileType,,,File,,,function call,,,function call,,,one-to-one,,,element name change,,,,,moha,
M193,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,221-225:205,,add_mutually_exclusive_group;add_mutually_exclusive_group;add_mutually_exclusive_group,,,option,,,function call,,,function call;decorator,,,many-to-many,,,argument addition;element name change;argument deletion,,,,,moha,
M195,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,241:206,unsure,,,,,,,,,,,,,,,,,,,,,moha,
M200,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,225:,,add_mutually_exclusive_group,,,,,,function call,,,,,,one-to-zero,,,no properties,,,,,moha,
M204,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,232:226,unsure,,,,,,,,,,,,,,,,,,,,,moha,
M214,-,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,153:124,unsure,,,,,,,,,,,,,,,,,,,,,moha,
M216,-,onitu/onitu,04575c8dab8d632acc40fc30fd42046cdfca36db,watchdog,pyinotify,onitu/drivers/local_storage/local_storage.py,114:114,,FileSystemEventHandler,,,ProcessEvent,,,class,,,class,,,one-to-one,,,element name change,,,,,moha,
M217,-,onitu/onitu,04575c8dab8d632acc40fc30fd42046cdfca36db,watchdog,pyinotify,onitu/drivers/local_storage/local_storage.py,"152-154:132-137,141",unsure,,,,,,,,,,,,,,,,,,,,,moha,
M219,-,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/login.py,33:37-38,,request,,,get;AsyncClient,,,function call,,,function call,,,one-to-many,,,argument deletion,,,,,moha,
M220,-,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/login.py,34:41,,json,,,json;encoding,,,function call,,,function call,,,one-to-many,,,unmake await;argument deletion,,,,,moha,
M221,-,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/login.py,37:44-45,,request,,,get;AsyncClient,,,function call,,,function call,,,one-to-many,,,argument deletion,,,,,moha,
M222,-,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/login.py,38:47-48,,json,,,json;encoding,,,function call,,,function call,,,one-to-one,,,unmake await;argument deletion,,,,,moha,
M224,-,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/utils.py,111:111-112,,request,,,get;AsyncClient,,,function call,,,function call,,,one-to-many,,,argument deletion,,,,,moha,
M225,-,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/utils.py,112:113-114,,json,,,json;encoding,,,function call,,,function call,,,one-to-one,,,unmake await;argument deletion,,,,,moha,
M226,-,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/base.py,,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M227,-,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/hex.py,,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M228,-,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/radial.py,,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M229,-,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/raster.py,,not MR,,,,,,,,,,,,,,,,,,,,,moha,
M234,-,wkentaro/fcn,399069ac568af1d295a5ac2d3b61b531af998898,progressbar,tqdm,scripts/fcn_train.py,"66,68,91:68",unsure,,,,,,,,,,,,,,,,,,,,,moha,
-,A41,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,18:18,,,sleep,,,sleep,,,function call,,,function call,,,one-to-one,,,no properties,,,Correct line is 19:19,,ajay
-,A42,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,22:22,no code changes,,,,,,,,,,,,,,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",,ajay
-,A43,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,27:27,no code changes,,,,,,,,,,,,,,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",,ajay
-,A44,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,31:31,no code changes,,,,,,,,,,,,,,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",,ajay
-,A45,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,33:33,no code changes,,,,,,,,,,,,,,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",,ajay
-,A46,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,40:40,no code changes,,,,,,,,,,,,,,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",,ajay
-,A47,noisyboiler/wampy,f87f7bee3363567132240caac62c8a3f8148a8fe,eventlet,gevent,test/helpers.py,42:42,no code changes,,,,,,,,,,,,,,,,,,,,"Incorrect file path. Correct is testing/helpers.py, which exists below.",,ajay
-,A70,openstack/ironic,cbf214b5130e362f57dbe5da99f4cef1918d882d,cheetah3,jinja2,ironic/drivers/modules/pxe.py,"141,154-159:152-156",,,Template.Template,,,get_template;render;Environment,,,function call,,,function call,,,one-to-many,,,argument transformation,,,,,ajay
-,A74,shingetsu/saku,d1ad50a9baedf58b37fd8527c09d9b0668d59013,cheetah3,jinja2,shingetsu/template.py,restofthefile,,,Template.compile,,,get_template;render;Environment,,,function call,,,function call,,,one-to-many,,,argument transformation,,,,,ajay
-,A76,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,botocore,boto,mkwheelhouse.py,19:25-28,,,get_service;get_session,,,get_bucket;connect_to_region,,,function call,,,function call,,,many-to-many,,,argument addition;argument transformation,,,,,ajay
-,A77,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,botocore,boto,mkwheelhouse.py,23-28:32-51,,,call;get_operation;get_endpoint,,,,,,function call,,,,,,many-to-zero,,,no properties,,,,,ajay
-,A78,whoopinc/mkwheelhouse,54806ffc8eddb19cb4b603a380a2f1126eaae84e,botocore,boto,mkwheelhouse.py,34:62,not MR,,,,,,,,,,,,,,,,,,,,,,ajay
-,A81,zalando/spilo,a83681c756fe8dfc8e5117c690bde16319e3e943,botocore,boto,postgres-appliance/callback_aws.py,26:,,,RequestException,,,,,,exception,,,,,,one-to-zero,,,no properties,,,,,ajay
-,A82,zalando/spilo,a83681c756fe8dfc8e5117c690bde16319e3e943,botocore,boto,postgres-appliance/callback_aws.py,:29,,,,,,get_instance_identity,,,,,,function call,,,zero-to-one,,,no properties,,,,,ajay
-,S6,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b01,multiprocessing,multiprocess,syntax_sugar/pipe.py,3-4:3,,,Pool;ThreadPool,,,Pool;ThreadPool,,,import,,,import,,,many-to-one,,,module name change,,,,,sarah
-,S7,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b02,multiprocessing,multiprocess,syntax_sugar/pipe.py,83:88,,,map,,,map,,,function call,,,function call,,,one-to-one,,,no properties,,,,,sarah
-,S9,czheo/syntax_sugar_python,1dbc1d44855acd57f280cca03878681e8dc26b04,multiprocessing,multiprocess,syntax_sugar/pipe.py,87:92-95,not MR,,,,,,,,,,,,,,,,,,,,,,sarah
-,S39,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/main.py,,no code changes,,,,,,,,,,,,,,,,,,,,,,sarah
-,S40,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/settings.py,,no code changes,,,,,,,,,,,,,,,,,,,,,,sarah
-,S41,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,3:,,,asyncio.TimeoutError,,,,,,import,,,no program element,,,one-to-zero,,,,,,,,sarah
-,S43,itzkvn/python-http-monitoring,790a4830785a2dd03686c57f5ec70a4bb1a41f22,aiohttp,httpx,app/targets.py,44;53-55:52-55,,,ClientSession;get,,,AsyncClient;get,,,function call,,,function call,,,many-to-many,,,making await,,,,,sarah
-,I11,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,225:225,,,"Ext, packb",,,"ExtType, packb",,,"class object, function call",,,"class object, function call",,,many-to-many,,,"element name change, argument addition",,,ADDED,,ildar
-,I28,logicaldash/lise,028d0b34a4dadc59b18c88fa3381967c23245e63,umsgpack,msgpack,LiSE/LiSE/engine.py,375-378:,no code changes,,,,,,,,,,,,,,,,,,,,,,ildar
-,I29,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/__main__.py,,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I30,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/args.py,1:,,,argparse,,,,,,import,,,,,,one-to-zero,,,,,,,,ildar
-,I31,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/args.py,25-82:,tangled,,,,,,,,,,,,,,,,,,,,A few argparse-related classes removed,,ildar
-,I40,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/chain.py,310:303,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I44,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,201:,unsure,,add_mutually_exclusive_group,,,,,,function call,,,,,,one-to-zero,,,,,,Related to the lines below? (a group is created and used),,ildar
-,I45,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,202:,not MR,,add_argument,,,,,,function call,,,,,,one-to-zero,,,,,,"Perhaps, changes in semantics",,ildar
-,I53,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,221:,unsure,,add_mutually_exclusive_group,,,,,,function call,,,,,,one-to-zero,,,,,,Related to the lines below? (a group is created and used),,ildar
-,I54,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,222-225:205,,,add_argument,,,"option, Choice",,,function call,,,"decorator, class object",,,many-to-many,,,"argument addition, argument deletion",,,,,ildar
-,I56,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/plasma/payment.py,241:206,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I61,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,225:,unsure,,add_mutually_exclusive_group,,,,,,function call,,,,,,one-to-zero,,,,,,Related to the lines below? (a group is created and used),,ildar
-,I65,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/client.py,232:226,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I75,clearmatics/ion,03fb3a3a307640d2fc0d4481cc3c529c8661b55c,argparse,click,ion/rpc/server.py,153:124,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I77,onitu/onitu,04575c8dab8d632acc40fc30fd42046cdfca36db,watchdog,pyinotify,onitu/drivers/local_storage/local_storage.py,"114-136,152-154:114-116,132-137,141",tangled,,,,,,,,,,,,,,,,,,,,,,ildar
-,I79,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/login.py,33-34:37-41,unsure,,request,,,AsyncClient,,,function call,,,class object,,,one-to-one,,,?,,,Flagged for discussion,,ildar
-,I80,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/login.py,37-38:44-48,unsure,,request,,,AsyncClient,,,function call,,,class object,,,one-to-one,,,?,,,Flagged for discussion,,ildar
-,I82,sk-415/harukabot,0611d16a4cdc3f472b2c5fb265b8728e9a505d74,aiohttp,httpx,src/plugins/haruka_bot/utils.py,111-112:111-114,unsure,,request,,,AsyncClient,,,function call,,,class object,,,one-to-one,,,?,,,Flagged for discussion,,ildar
-,I83,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/base.py,,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I84,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/hex.py,,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I85,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/radial.py,,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I86,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/grid/raster.py,,not MR,,,,,,,,,,,,,,,,,,,,,,ildar
-,I90,landlab/landlab,06a0c634b3f52abc4812dda109230cedcdcf57fd,netcdf4,xarray,landlab/io/netcdf/write.py,667:658,,,Dataset,,,open_dataset,,,class object,,,function call,,,one-to-one,,,argument deletion,,,,,ildar
-,I92,wkentaro/fcn,399069ac568af1d295a5ac2d3b61b531af998898,progressbar,tqdm,scripts/fcn_train.py,"66,68,91:68",tangled,,,,,,,,,,,,,,,,,,,,Tangled? Flagging for discussion,,ildar
